1d9a8ab863064e5b54a8a7641160cf3f|Rad|rad
2f1a258deaf6da13c7c77a456ae43267|Kuh|kuh
a3082971e93123f770f77e55ac8b6cbe|Mond|mond
0b4dbe904394456d0500f92a6db3b3ed|Baum|baum
353df421c4fc976e2637061d7a83f601|Ball|ball
b001889ede76d89449ff99744fbefd73|Pilz|pilz
b574bb9f624d32f605a389ad17f05f0e|Korb|korb
4b725feda5bd96dceaa8e769418aef0f|Topf|topf
4ecaf2705bac7ddd7f893a3c8b8b3869|Quak|quak
ccba92c6f766f8d5d3ffb1518b79c8c0|Löwe|löwe
353df421c4fc976e2637061d7a83f601|Ball|ball
53c2e45736556bc64ebe4ead278f162a|Nuss|nuss
06b9281e396db002010bde1de57262eb|Auto|auto
ff3b8b8812dd394aaccf82f9dfd3b54c|Bett|bett
57d0e82d092cdad515aeeabfe24d81ba|Buch|buch
16fe4237fdb07a110c95a2627b35f219|Berg|berg
cd429aba22180c7f8ab73020d6d252a1|Glas|glas
7ad38a2425d1cb8ec90f5a6e8b36fc8c|Gras|gras
da84d888f8e2ad17a2a35ba34b989f3e|Grün|grün
3f2a09929a97815b0c7aea3839b088eb|Sack|sack
ee1c6181c49456afa7bc053e95a9c0e4|Hase|hase
ebacf61946ee81f386960ad2a09a147e|Haus|haus
b001889ede76d89449ff99744fbefd73|Pilz|pilz
7cf0d12ee7212a14da70a9a2a0f6eacb|Hexe|hexe
fe60251dcd22da35121fa717b142baa0|Nest|nest
eb45bd2725cb8ac50d0795432a918f86|Bank|bank
6f5e4a64ebe69a01b775bf7b5b66e70c|Arzt|arzt
0da3b78d9546e8fe0065cd3c9ed1879a|Bild|bild
477c76e602c8cd28ffe7613110a4ec7c|Hund|hund
c4c0ae2e9028d8f4d1017512715fc97c|Eimer|eimer
ae1de98645eed200149ba8a40a93df97|Gabel|gabel
251860a5c4f99be280a6f48fd0c7eb99|Blume|blume
210a2592d5931ebaafe8d0b8380cfccf|Brief|brief
6d122ee3449a0ef3270d7fc17414301a|Zebra|zebra
781e411d3f4e3072663e9151d3db5d00|Wippe|wippe
d913d10afb7bb323a4ea4405bceb5d5e|Pferd|pferd
0fb08c59ce072579332e2a7e2f7fb1d4|Apfel|apfel
8bef9d42d3f1a89070d9aef05be0316f|Vogel|vogel
ffd92a79ff6b987f840f3ef2c6fcf204|Wurst|wurst
8b12b040bb4e82b840ecec97d9819d9e|Lampe|lampe
c94cd7e35406545a23f6bf1e8b2e7c96|Kanne|kanne
0cada2a57d9b64b98f0edfeda835f585|Feder|feder
ac634c67ddd56dc22e21ad6faf8d250a|Tasse|tasse
e72827984b1aaa58a2a2bc905ac18d24|Jäger|jäger
e4dcf6f1dc6553100205db02a33eb0b8|Milch|milch
cd23e0d9184d1d8f8ad72bfc4d408f34|Nagel|nagel
55d67e3b8f6a2f37a6c9c2f19778fede|Jacke|jacke
634d3954e529e98366a3fab70d9aa542|Kleid|kleid
973433b9b55da105a629e8312be49293|Sonne|sonne
89e525a579c7756923911924f3d8687b|Zange|zange
ce6779ff36bd319077abbdb6a81cf7e6|Katze|katze
d6a200fdb8fa669f5b2f3542d16a0559|Zwerg|zwerg
424ee450e042e66a160acc1dacb4b728|Schuh|schuh
32ec64b1f711aabac1ba4d708950df28|Fisch|fisch
aac08e47293f93d60e0a55aa8b6dd860|Stuhl|stuhl
41dfc25594321d98fac25f5140053ab9|Kiste|kiste
298026b2c367de7c8fd2a831995952e6|Anker|anker
6cac1a4355d5f40e0d2e9f1ea28db2f1|Punkt|punkt
454c9843110686bf6f67ce5115b66617|Tiger|tiger
70a937d75a13cce845a91d53218745e5|Brille|brille
626de167f4b6fe1a32cf48c475377653|Schiff|schiff
62f6ffb5fdc20b668a45ab10daf6c46a|Frosch|frosch
3b235b229594a6f9ce4666c4be99c506|Teller|teller
4be52cf0e418fec6a7f704a8d6a08f21|Dusche|dusche
b4f0d9484f1905a13e20e0d363520f30|Roller|roller
c84e26092a603a2081638f7338ae99e8|Schere|schere
e27b1c29421985d2bd7c527e0607ea97|Knöpfe|knöpfe
7198ae161b582d246db2d204d035db1c|Tasche|tasche
a63e5302aca1df6f7578cadc4a28d5aa|Spinne|spinne
9105003e5cedd79b273a78f9e5f18378|Kaputt|kaputt
4de97c69c4cee4603fb8c37a905af6c3|Unfall|unfall
6922415c15257081de2e6e99f0a1cf3a|Flasche|flasche
0975cf6baccb3862c31522c2b5b8fabc|Telefon|telefon
3b5d05064ede5b0b8672a3f344bb997a|Drachen|drachen
ea2044c1b84242d9fceb803653989b5d|Trecker|trecker
fa1b7531599a567afc159b9d246c038f|Zitrone|zitrone
50940c31b1852362ea52ca21dc488ffc|Taucher|taucher
77e3b02fdd0459c0e0b7ad58e2c9ba21|Schrank|schrank
d748683ffc0fc5707bd022c3c9223c3e|Schwein|schwein
a84f320a87f0cb9e0e808594164422e8|Spritze|spritze
8d589c85d9ed0deeaed43e0baecbd99d|Strumpf|strumpf
78af22d78fe74a30d960216bc44782e4|Rutsche|rutsche
cb39bedc123068493979709eec9c6b1b|Fenster|fenster
5b82e661c617331b93721d1767fa1b54|Heizung|heizung
e2fa25d0af016b3c72138cefb328d2df|Elefant|elefant
80e6e2a5cd8f9b09600bbd825fcb93ee|Springt|springt
3dc12be378ef9a1aaffb5bb62e6b439e|Gitarre|gitarre
05be0f5dd456f90d9f6afc370f6a5ca5|Pflaster|pflaster
7342e6a320f27d15a68002d7e97ad5d1|Schlange|schlange
686491e8974643e01081a236c9a52ae2|Krokodil|krokodil
75d3d991f75c3bcbecbbcaa712baa678|Schnecke|schnecke
2ab36cb0222363278cc44a9fb1e5a267|Gespenst|gespenst
1c0bd155b26165efb6d29ceaa9742762|Erdbeere|erdbeere
0f511d362346c2f658bb594d5b04224e|Schlüssel|schlüssel
dbb35c172b49d79839b33df7aed97c24|Giesskanne|giesskanne
a8660014541cc6082cc5fb8e654e574f|Marienkäfer|marienkäfer
b07fa00e4647e846db0a65b871c23cd5|Schornstein|schornstein
5f93edd00e2e1d3b59b3d3a0ca74f97b|Eichhörnchen|eichhörnchen
d9d753b6aaed65c26b9b680a00fcca0d|Schmetterling|schmetterling
05b21f4f3d7b5fb5689feb247fc1095a|Nordwind und Sonne|nordwind und sonne
ad321dd5112be7e0dab301d0a4ae66f0|Endlich gab der Nordwind den Kampf auf.|endlich gab der nordwind den kampf auf.
a4a8bd01cc56e37d0c7388b00abedac5|Da musste der Nordwind zugeben, dass die Sonne von ihnen beiden der Stärkere war.|da musste der nordwind zugeben, dass die sonne von ihnen beiden der stärkere war.
98539d0ba0597897bd1dafa5bd8d8836|Der Nordwind blies mit aller Macht, aber je mehr er blies, desto fester hüllte sich der Wanderer in seinen Mantel ein.|der nordwind blies mit aller macht, aber je mehr er blies, desto fester hüllte sich der wanderer in seinen mantel ein.
14b00bf2aab318bd2af3653b86656fa5|Sie wurden einig, dass derjenige für den Stärkeren gelten sollte, der den Wanderer zwingen würde, seinen Mantel abzunehmen.|sie wurden einig, dass derjenige für den stärkeren gelten sollte, der den wanderer zwingen würde, seinen mantel abzunehmen.
31f088bba381d7c2496219fb78adfa33|Nun erwärmte die Sonne die Luft mit ihren freundlichen Strahlen, und schon nach wenigen Augenblicken zog der Wanderer seinen Mantel aus.|nun erwärmte die sonne die luft mit ihren freundlichen strahlen, und schon nach wenigen augenblicken zog der wanderer seinen mantel aus.
3371f313895693b5d791c4295438faa0|Einst stritten sich Nordwind und Sonne, wer von ihnen beiden wohl der Stärkere wäre, als ein Wanderer, der in einen warmen Mantel gehüllt war, des Weges daherkam.|einst stritten sich nordwind und sonne, wer von ihnen beiden wohl der stärkere wäre, als ein wanderer, der in einen warmen mantel gehüllt war, des weges daherkam.
